unique_id,type,state,town,clean_name,county,treated,townurl,confidence_level,ordinance,current_status,exclusion_method,excluded_groups,comments,match_assignment_method,centroid2020,contemporary_place_match,unique_place_matches,matching_cdp,matching_cousub,matching_county,PLACENHG,NAME1970,GJOIN1970,NAME1980,GJOIN1980,NAME1990,GJOIN1990,NAME2000,GJOIN2000,NAME2010,GJOIN2010,NAME2020,GJOIN2020,county_fips,COUNTY,NHGISCODE
00154,place,CA,Fresno,Fresno,NA,1,https://justice.tougaloo.edu/sundowntown/fresno-ca/,Surely,Don't Know,Surely Not,Violent Expulsion,Asian,Fresno expelled its Chinese population in 1893.,Census fuzzy string match,NA,CDP:27000,CDP:27000,27000,NA,NA,G060270000,Fresno city,G0601090,Fresno city,G0601090,Fresno city,G06027000,Fresno city,G06027000,Fresno city,G06027000,Fresno city,G06027000,NA,NA,NA
00155,place,CA,Garden Grove,Garden Grove,NA,1,https://justice.tougaloo.edu/sundowntown/garden-grove-ca/,Probable,Don't Know,Surely Not,Violence Towards NewcomersRealtors,Black,"In 1954, Dr. Sammy Lee, a world-famous
Korean-American athlete and two-time Olympic gold
medal winner, was twice unable to purchase a home in
Garden Grove, succeeding only after the international
media condemned the incident.” When Joshua White
“finally rented an apartment, his windows were shot
out shortly afterward. An African-American woman,
the first African-American schoolteacher in the
Magnolia School District, was forced to quit one year
later because she could not obtain housing.”",Census fuzzy string match,NA,CDP:29000,CDP:29000,29000,NA,NA,G060290000,Garden Grove city,G0601110,Garden Grove city,G0601110,Garden Grove city,G06029000,Garden Grove city,G06029000,Garden Grove city,G06029000,Garden Grove city,G06029000,NA,NA,NA
00156,place,CA,Glendale,Glendale,NA,1,https://justice.tougaloo.edu/sundowntown/glendale-ca/,Surely,"Yes, Strong Oral Tradition","City Apologized, Changed Policies",Private Bad Behavior,Black,"Glendale’s black population between 1930 and
1960 was overwhelmingly female, indicating that
they were mostly live-in domestic workers.",Census fuzzy string match,NA,CDP:30000,CDP:30000,30000,NA,NA,G060300000,Glendale city,G0601130,Glendale city,G0601130,Glendale city,G06030000,Glendale city,G06030000,Glendale city,G06030000,Glendale city,G06030000,NA,NA,NA
00157,no match,CA,Gold Run,Gold Run,NA,1,https://justice.tougaloo.edu/sundowntown/gold-run-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Gold Run expelled its Chinese population in
February of 1886.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00158,place,CA,Grass Valley,Grass Valley,NA,1,https://justice.tougaloo.edu/sundowntown/grass-valley-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Private Bad Behavior,Black,"Approximately 200 years ago “Miwoks [local
Native tribe] were shot like squirrels if they were not
linked to a [white] family… More recently, Grass Valley
had a sign on highway that stood until the 1960’s. It
read something like, ‘if you are black, don’t let the sun
go down on your back.'”
-local resident, 2005",Census fuzzy string match,NA,CDP:30798,CDP:30798,30798,NA,NA,G060307980,Grass Valley city,G0601150,Grass Valley city,G0601150,Grass Valley city,G06030798,Grass Valley city,G06030798,Grass Valley city,G06030798,Grass Valley city,G06030798,NA,NA,NA
00159,place,CA,Hawthorne,Hawthorne,NA,1,https://justice.tougaloo.edu/sundowntown/hawthorne-ca/,Surely,"Yes, Written Evidence",Surely Not,Unknown,Black,"“My dad told me that Hawthorne had a sign at the
City Limits in the 30’s that said, ‘Nigger, don’t let the
sun set on YOU in Hawthorne.'”",Census fuzzy string match,NA,CDP:32548,CDP:32548,32548,NA,NA,G060325480,Hawthorne city,G0601220,Hawthorne city,G0601220,Hawthorne city,G06032548,Hawthorne city,G06032548,Hawthorne city,G06032548,Hawthorne city,G06032548,NA,NA,NA
00160,place,CA,Hemet,Hemet,NA,1,https://justice.tougaloo.edu/sundowntown/hemet-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Threat of Violence,Black,email 1/2008,Census fuzzy string match,NA,CDP:33182,CDP:33182,33182,NA,NA,G060331820,Hemet city,G0601235,Hemet city,G0601235,Hemet city,G06033182,Hemet city,G06033182,Hemet city,G06033182,Hemet city,G06033182,NA,NA,NA
00161,place,CA,Hidden Hills,Hidden Hills,NA,1,https://justice.tougaloo.edu/sundowntown/hidden-hills-ca/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:33518,CDP:33518,33518,NA,NA,G060335180,Hidden Hills city,G0601252,Hidden Hills city,G0601252,Hidden Hills city,G06033518,Hidden Hills city,G06033518,Hidden Hills city,G06033518,Hidden Hills city,G06033518,NA,NA,NA
00162,no match,CA,Holy City,Holy,NA,1,https://justice.tougaloo.edu/sundowntown/holy-city-ca/,Surely,Don't Know,Surely Not,Unknown,Black,"Located between Santa Cruz and San Jose, Holy
City was founded in 1920 as a religious community for
whites only. The town was named so “because of the
principles revealed for an indisputable solution for the
economic, racial, and spiritual problems of this world.”
With only one permanent resident, it is now a ghost
town and census information is unavailable.",No Contemporary Place Match. Located Place Centroid,"-121.978848, 37.15689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00163,county,CA,Humboldt County,Humboldt County,06023,1,https://justice.tougaloo.edu/sundowntown/humboldt-county-ca/,Surely,Don't Know,Surely Not,Violent Expulsion,Asian,"In the 1880s, every town in Humboldt county expelled
its Chinese population.",Census fuzzy string match,NA,county:06023,county:06023,NA,NA,06023,NA,NA,G0600230,NA,G0600230,NA,G0600230,NA,G0600230,NA,G0600230,NA,G0600230,NA,Humboldt County,G0600230
00164,place,CA,Huntington Beach,Huntington Beach,NA,1,https://justice.tougaloo.edu/sundowntown/huntington-beach-ca/,Probable,Don't Know,Surely Not,Unknown,Black,"Huntington Beach’s sundown policies may
have broken somewhat during a period of rapid
population growth in the 1960s. More research is
needed.",Census fuzzy string match,NA,CDP:36000,CDP:36000,36000,NA,NA,G060360000,Huntington Beach city,G0601300,Huntington Beach city,G0601300,Huntington Beach city,G06036000,Huntington Beach city,G06036000,Huntington Beach city,G06036000,Huntington Beach city,G06036000,NA,NA,NA
00165,place,CA,Indian Wells,Indian Wells,NA,1,https://justice.tougaloo.edu/sundowntown/indian-wells-ca/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:36434,CDP:36434,36434,NA,NA,G060364340,Indian Wells city,G0601327,Indian Wells city,G0601327,Indian Wells city,G06036434,Indian Wells city,G06036434,Indian Wells city,G06036434,Indian Wells city,G06036434,NA,NA,NA
00166,place,CA,Inglewood,Inglewood,NA,1,https://justice.tougaloo.edu/sundowntown/inglewood-ca/,Surely,"Yes, Written Evidence",Surely Not,Threat of Violence,Black,"When Inglewood broke in the 1960s, there was
rapid white flight out of the town. It is now racially
mixed.",Census fuzzy string match,NA,CDP:36546,CDP:36546,36546,NA,NA,G060365460,Inglewood city,G0601340,Inglewood city,G0601340,Inglewood city,G06036546,Inglewood city,G06036546,Inglewood city,G06036546,Inglewood city,G06036546,NA,NA,NA
00167,place,CA,Irvine,Irvine,NA,1,https://justice.tougaloo.edu/sundowntown/irvine-ca/,Probable,Don't Know,Surely Not,Unknown,Black,Irvine has since broken.,Census fuzzy string match,NA,CDP:36770,CDP:36770,36770,NA,NA,G060367700,NA,NA,Irvine city,G0601347,Irvine city,G06036770,Irvine city,G06036770,Irvine city,G06036770,Irvine city,G06036770,NA,NA,NA
00168,place,CA,Kernville,Kernville,NA,1,https://justice.tougaloo.edu/sundowntown/kernville-ca/,Surely,Don't Know,"Probably Not, Although Still Very Few Black People",Violent Expulsion,Asian,"Kernville expelled its Japanese population in
1906.",Census fuzzy string match,NA,CDP:38310,CDP:38310,38310,NA,NA,G060383100,NA,NA,Kernville CDP,G0601392,Kernville CDP,G06038310,Kernville CDP,G06038310,Kernville CDP,G06038310,Kernville CDP,G06038310,NA,NA,NA
00169,place,CA,Kingsburg,Kingsburg,NA,1,https://justice.tougaloo.edu/sundowntown/kingsburg-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"While Kingsburg may have broken sometime
between 1960 and 1970, a juvenile probation officer
there reports it is still a very racist town and there are
many white supremacist gangs as of 2006.",Census fuzzy string match,NA,CDP:38562,CDP:38562,38562,NA,NA,G060385620,Kingsburg city,G0601405,Kingsburg city,G0601405,Kingsburg city,G06038562,Kingsburg city,G06038562,Kingsburg city,G06038562,Kingsburg city,G06038562,NA,NA,NA
00170,place,CA,La Habra,La Habra,NA,1,https://justice.tougaloo.edu/sundowntown/la-habra-ca/,Probable,Don't Know,Surely Not,Unknown,Black,La Habra now has a large Hispanic population.,Census fuzzy string match,NA,CDP:39290,CDP:39290,39290,NA,NA,G060392900,La Habra city,G0601425,La Habra city,G0601428,La Habra city,G06039290,La Habra city,G06039290,La Habra city,G06039290,La Habra city,G06039290,NA,NA,NA
00171,no match,CA,La Jolla,La Jolla,NA,1,https://justice.tougaloo.edu/sundowntown/la-jolla-ca/,Surely,Don't Know,Don’t Know,Zoning,Hispanic,"While La Jolla is legally a part of San Diego, it is
considered a separate city by many residents. La Jolla
had a “gentlemen’s agreement” in the 1950s and 60s
forbidding Jews from buying homes there.","Buffer around Place Centroid, or Open-Source Shape File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00172,place,CA,Lafayette,Lafayette,NA,1,https://justice.tougaloo.edu/sundowntown/lafayette-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Police or Other Official Action,Black,"“In the early 80’s several of [my brother’s] friends
were in the Police Cadet program in Lafayette. On their
ride alongs they would occasionally here the term ‘NIL’
for Nigger in Lafayette used over the radio… racism
would never be openly tolerated, however it existed
under the wire in these subtle ways.”",Census fuzzy string match,NA,CDP:39122,CDP:39122,39122,NA,NA,G060391220,Lafayette city,G0601415,Lafayette city,G0601415,Lafayette city,G06039122,Lafayette city,G06039122,Lafayette city,G06039122,Lafayette city,G06039122,NA,NA,NA
00173,place,CA,Lincoln,Lincoln,NA,1,https://justice.tougaloo.edu/sundowntown/lincoln-ca/,Surely,Don't Know,Surely Not,Violent Expulsion,Asian,"Lincoln expelled its Chinese population in March
of 1886.",Census fuzzy string match,NA,CDP:41474,CDP:41474,41474,NA,NA,G060414740,Lincoln city,G0601535,Lincoln city,G0601535,Lincoln city,G06041474,Lincoln city,G06041474,Lincoln city,G06041474,Lincoln city,G06041474,NA,NA,NA
00174,place,CA,Lodi,Lodi,NA,1,https://justice.tougaloo.edu/sundowntown/lodi-ca/,Probable,"Yes, Written Evidence","Probably Not, Although Still Very Few Black People",Unknown,Black,"email 9/2007:
A woman who grew up in Lodi, indicated that there were never more than two African-American families in town at any time. She left Lodi in 1954, at age 18. However, before she left, she was doing some research and came across an old law on the books of the City of Lodi that required blacks to leave the city limits at the 6pm whistle.",Census fuzzy string match,NA,CDP:42202,CDP:42202,42202,NA,NA,G060422020,Lodi city,G0601585,Lodi city,G0601585,Lodi city,G06042202,Lodi city,G06042202,Lodi city,G06042202,Lodi city,G06042202,NA,NA,NA
00175,place,CA,Lomita,Lomita,NA,1,https://justice.tougaloo.edu/sundowntown/lomita-ca/,Probable,Don't Know,Surely Not,Private Bad Behavior,Black,"In the mid-1920s, residents of Lomita posted
signs in their yards warning African Americans to “stay
out.”",Census fuzzy string match,NA,CDP:42468,CDP:42468,42468,NA,NA,G060424680,Lomita city,G0601590,Lomita city,G0601590,Lomita city,G06042468,Lomita city,G06042468,Lomita city,G06042468,Lomita city,G06042468,NA,NA,NA
00176,place,CA,Lynwood,Lynwood,NA,1,https://justice.tougaloo.edu/sundowntown/lynwood-ca/,Surely,Don't Know,Surely Not,Unknown,Black,"Lynwood was so well known as a sundown town
that it was often called “Lily White Lynwood”.",Census fuzzy string match,NA,CDP:44574,CDP:44574,44574,NA,NA,G060445740,Lynwood city,G0601660,Lynwood city,G0601660,Lynwood city,G06044574,Lynwood city,G06044574,Lynwood city,G06044574,Lynwood city,G06044574,NA,NA,NA
00177,place,CA,Manhattan Beach,Manhattan Beach,NA,1,https://justice.tougaloo.edu/sundowntown/manhattan-beach-ca/,Surely,Don't Know,"Probably Not, Although Still Very Few Black People",Private Bad Behavior,Black,"In the 1920s, Ku Klux Klan pressure led local
agencies to condemn black-owned properties and
restrict blacks from living on or using the beach. By
the end of the decade, virtually of the African
American residents of Manhattan Beach had left.",Census fuzzy string match,NA,CDP:45400,CDP:45400,45400,NA,NA,G060454000,Manhattan Beach city,G0601690,Manhattan Beach city,G0601690,Manhattan Beach city,G06045400,Manhattan Beach city,G06045400,Manhattan Beach city,G06045400,Manhattan Beach city,G06045400,NA,NA,NA
00178,place,CA,Marysville,Marysville,NA,1,https://justice.tougaloo.edu/sundowntown/marysville-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Marysville expelled its Chinese population in
February of 1886.",Census fuzzy string match,NA,CDP:46170,CDP:46170,46170,NA,NA,G060461700,Marysville city,G0601720,Marysville city,G0601720,Marysville city,G06046170,Marysville city,G06046170,Marysville city,G06046170,Marysville city,G06046170,NA,NA,NA
00179,place,CA,Mill Valley,Mill Valley,NA,1,https://justice.tougaloo.edu/sundowntown/mill-valley-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Police or Other Official Action,Black,"“It wasn’t until a few years ago my father told me,
that we were NOT the first black family to move into
Mill Valley. We were the second. The first was a
family from San Francisco. He left one Sunday to visit
his relatives in the city and when he came back he
found his house burned to the ground. Fire Chief
called it Arson.
“My mother threatened a realtor to sell to us and
we moved into Mill Valley. The neighbors offered to
buy us out but we gained acceptance from the Jewish,
Catholic and Gay Neighbors and the rest fell in line. A
few years later there was a rash of burglaries in the
neighborhood the police told the neighbors to ‘look no
further then [us]’ as we were the only house not
affected. Many of our neighbors did not buy it and told
mom who complained to the sheriff and received an
apology. It was found to be white kids up the street
and we did not get hit as we had nothing to steal.
“Even after that my older brother still couldn’t go
jogging through the neighborhood without someone
calling the police on him.
“My High School was integrated but never got
more then 15% Black, but to the rest of county you
would think we were a world class ghetto, we were
known as the Black school and referred to as the
‘niggers from Tam’… White students were often asked
how could they go there and how many times where
they mugged or raped…
“To this day I do not go to Mill Valley unless I
have to, visit friends and such. I get pulled over by the
police.”
-former African American resident of Mill Valley, 2005",Census fuzzy string match,NA,CDP:47710,CDP:47710,47710,NA,NA,G060477100,Mill Valley city,G0601765,Mill Valley city,G0601765,Mill Valley city,G06047710,Mill Valley city,G06047710,Mill Valley city,G06047710,Mill Valley city,G06047710,NA,NA,NA
00180,place,CA,Monterey Park,Monterey Park,NA,1,https://justice.tougaloo.edu/sundowntown/monterey-park-ca/,Surely,Don't Know,Surely Not,Zoning,Black,"After Monterey Park broke, the town became
mostly Asian American.",Census fuzzy string match,NA,CDP:48914,CDP:48914,48914,NA,NA,G060489140,Monterey Park city,G0601830,Monterey Park city,G0601830,Monterey Park city,G06048914,Monterey Park city,G06048914,Monterey Park city,G06048914,Monterey Park city,G06048914,NA,NA,NA
00181,place,CA,Napa,Napa,NA,1,https://justice.tougaloo.edu/sundowntown/napa-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Zoning,Black,"Napa
email 3/2008
Westwood was built, I think, in 1942. Original prices were about $3500. My folks bought theirs in 1946 for $6500.
***",Census fuzzy string match,NA,CDP:50258,CDP:50258,50258,NA,NA,G060502580,Napa city,G0601880,Napa city,G0601884,Napa city,G06050258,Napa city,G06050258,Napa city,G06050258,Napa city,G06050258,NA,NA,NA
00182,place,CA,Nevada City,Nevada City,NA,1,https://justice.tougaloo.edu/sundowntown/nevada-city-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"“I lived in Nevada City, CA which might just be
one of the the prettiest, most charming little towns in
America. It was, as you put it, a ‘Sundown Town’ for
sure. Actually there is a great deal of interest currently
in the Chinese history of Nevada City. There’s even a
mini ‘memorial’ to Chinese residents who were driven
out. I feel the effort is actually a rather tacky attempt
at easing the conscience of a small group of people.
But, I guess we all do what we can according to our
abilities. Unfortunately, Nevada City is being,
‘Carmelized’ which means it is, most unfortunately,
beginning to look like Carmel, CA. I wonder if all the
charming, desirable small towns in America are going
to begin to look the same after a while?”
-local resident",Census fuzzy string match,NA,CDP:50874,CDP:50874,50874,NA,NA,G060508740,Nevada City city,G0601895,Nevada City city,G0601895,Nevada City city,G06050874,Nevada City city,G06050874,Nevada City city,G06050874,Nevada City city,G06050874,NA,NA,NA
00183,place,CA,Newport Beach,Newport Beach,NA,1,https://justice.tougaloo.edu/sundowntown/newport-beach-ca/,Surely,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Newport Beach’s black population in 1960 was
mostly female, indicating that many of them were
probably live-in domestic workers.",Census fuzzy string match,NA,CDP:51182,CDP:51182,51182,NA,NA,G060511820,Newport Beach city,G0601915,Newport Beach city,G0601915,Newport Beach city,G06051182,Newport Beach city,G06051182,Newport Beach city,G06051182,Newport Beach city,G06051182,NA,NA,NA
00184,place,CA,Nicolaus,Nicolaus,NA,1,https://justice.tougaloo.edu/sundowntown/nicolaus-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Nicolaus expelled its Chinese population in March of
1886.",Census fuzzy string match,NA,CDP:51336,CDP:51336,51336,NA,NA,G060513360,NA,NA,NA,NA,NA,NA,NA,NA,Nicolaus CDP,G06051336,Nicolaus CDP,G06051336,NA,NA,NA
00185,place,CA,Norco,Norco,NA,1,https://justice.tougaloo.edu/sundowntown/norco-ca/,Surely,Don't Know,Surely Not,Unknown,Black,"Norco, an eastern suburb of Los Angeles, at one time
advertised itself as white only.",Census fuzzy string match,NA,CDP:51560,CDP:51560,51560,NA,NA,G060515600,Norco city,G0601919,Norco city,G0601919,Norco city,G06051560,Norco city,G06051560,Norco city,G06051560,Norco city,G06051560,NA,NA,NA
00186,place,CA,North Palo Alto,Palo Alto city,NA,1,https://justice.tougaloo.edu/sundowntown/north-palo-alto-ca/,Probable,Don't Know,Don’t Know,Threat of Violence,Black,"In 1947, a white family that allowed a black
family to use its guest cottage was threatened by a
delegation called the “North Palo Alto Residence Club.”
The black couple left.
However, this is not an independent city but part of Palo Alto, at least nowadays.",TotalCensus Geography Match,NA,"NA,PLACE:55282","NA,PLACE:55282",55282,NA,NA,G060552820,Palo Alto city,G0602090,Palo Alto city,G0602090,Palo Alto city,G06055282,Palo Alto city,G06055282,Palo Alto city,G06055282,Palo Alto city,G06055282,NA,NA,NA
00187,place,CA,Oildale,Oildale,NA,1,https://justice.tougaloo.edu/sundowntown/oildale-ca/,Surely,Don't Know,"Probably Not, Although Still Very Few Black People",Threat of Violence,Black,"Several long time residents tell of a sign reading
“Nigger, Don’t Let The Sun Set On You in Oildale”,
which was removed in the late 1950s or early 1960s.
A former high school teacher in Oildale heard that the
sign stood until the 1970s. This same teacher had a
black male student who chose to live with family
members in another state rather than live in Oildale,
and a black female student who had no friends in the
local high school. The teacher has noticed an “in bred
culture of racism”.",Census fuzzy string match,NA,CDP:53448,CDP:53448,53448,NA,NA,G060534480,Oildale CDP,G0601992,Oildale CDP,G0601992,Oildale CDP,G06053448,Oildale CDP,G06053448,Oildale CDP,G06053448,Oildale CDP,G06053448,NA,NA,NA
00188,place,CA,Orange,Orange,NA,1,https://justice.tougaloo.edu/sundowntown/orange-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"In the 1930s, two black families lived in Orange.",Census fuzzy string match,NA,CDP:53980,CDP:53980,53980,NA,NA,G060539800,Orange city,G0602015,Orange city,G0602015,Orange city,G06053980,Orange city,G06053980,Orange city,G06053980,Orange city,G06053980,NA,NA,NA
00189,county,CA,Orange County,Orange County,06059,1,https://justice.tougaloo.edu/sundowntown/orange-county-ca/,Surely,Don't Know,Surely Not,Unknown,Black,Email 1/2008 bhoughton@creativeimaginginc.com,Census fuzzy string match,NA,county:06059,county:06059,NA,NA,06059,NA,NA,G0600590,NA,G0600590,NA,G0600590,NA,G0600590,NA,G0600590,NA,G0600590,NA,Orange County,G0600590
00190,place,CA,Orinda,Orinda,NA,1,https://justice.tougaloo.edu/sundowntown/orinda-ca/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"“A colleague told me that the town of Orinda, CA would probably fall under the category of a sundown town. He says that Jews and other people of color weren’t allowed to buy property there until the late 1980’s.”",Census fuzzy string match,NA,CDP:54232,CDP:54232,54232,NA,NA,G060542320,Orinda city,G0602030,Orinda city,G0602030,Orinda city,G06054232,Orinda city,G06054232,Orinda city,G06054232,Orinda city,G06054232,NA,NA,NA
00191,place,CA,Oroville,Oroville,NA,1,https://justice.tougaloo.edu/sundowntown/oroville-ca/,Probable,Don't Know,Surely Not,Violent Expulsion,Asian,NA,Census fuzzy string match,NA,CDP:54386,CDP:54386,54386,NA,NA,G060543860,Oroville city,G0602045,Oroville city,G0602045,Oroville city,G06054386,Oroville city,G06054386,Oroville city,G06054386,Oroville city,G06054386,NA,NA,NA
00192,place,CA,Palmdale,Palmdale,NA,1,https://justice.tougaloo.edu/sundowntown/palmdale-ca/,Possible,Don't Know,Surely Not,Unknown,Black,"Palmdale may have been a sundown town in the
1960s. Oral histories from nearby Sun Village describe
Sun Village as the city African Americans had to live in,
because they could not live in Palmdale.",Census fuzzy string match,NA,CDP:55156,CDP:55156,55156,NA,NA,G060551560,Palmdale city,G0602072,Palmdale city,G0602072,Palmdale city,G06055156,Palmdale city,G06055156,Palmdale city,G06055156,Palmdale city,G06055156,NA,NA,NA
00193,place,CA,Palos Verdes Estates,Palos Verdes Estates,NA,1,https://justice.tougaloo.edu/sundowntown/palos-verdes-estates-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Zoning,Black,email 2/2008,Census fuzzy string match,NA,CDP:55380,CDP:55380,55380,NA,NA,G060553800,Palos Verdes Estates city,G0602095,Palos Verdes Estates city,G0602095,Palos Verdes Estates city,G06055380,Palos Verdes Estates city,G06055380,Palos Verdes Estates city,G06055380,Palos Verdes Estates city,G06055380,NA,NA,NA
00194,place,CA,Parlier,Parlier,NA,1,https://justice.tougaloo.edu/sundowntown/parlier-ca/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"A white woman who taught school in Parlier in
1957 and 1958 asked why the town had no black
people. She was told “They aren’t allowed to spend the
night.”",Census fuzzy string match,NA,CDP:55856,CDP:55856,55856,NA,NA,G060558560,Parlier city,G0602120,Parlier city,G0602120,Parlier city,G06055856,Parlier city,G06055856,Parlier city,G06055856,Parlier city,G06055856,NA,NA,NA
00195,place,CA,Pasadena,Pasadena,NA,1,https://justice.tougaloo.edu/sundowntown/pasadena-ca/,Surely,Don't Know,Surely Not,Violent Expulsion,Asian,"Pasadena expelled its Chinese population in
1893.",Census fuzzy string match,NA,CDP:56000,CDP:56000,56000,NA,NA,G060560000,Pasadena city,G0602125,Pasadena city,G0602125,Pasadena city,G06056000,Pasadena city,G06056000,Pasadena city,G06056000,Pasadena city,G06056000,NA,NA,NA
00196,place,CA,Piedmont,Piedmont,NA,1,https://justice.tougaloo.edu/sundowntown/piedmont-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Piedmont is a wealthy town entirely surrounded
by Oakland. Its black population has historically been
mostly female, indicating that these are live-in
domestic workers. Realtor steering still takes place, pointing whites to Piedmont, not Oakland.",Census fuzzy string match,NA,CDP:56938,CDP:56938,56938,NA,NA,G060569380,Piedmont city,G0602150,Piedmont city,G0602150,Piedmont city,G06056938,Piedmont city,G06056938,Piedmont city,G06056938,Piedmont city,G06056938,NA,NA,NA
00197,place,CA,Placerville,Placerville,NA,1,https://justice.tougaloo.edu/sundowntown/placerville-ca/,Probable,Don't Know,Don’t Know,Violent Expulsion,Black,"In 1853, white vigilantes attacked a destroyed a black
settlement in Placerville.",Census fuzzy string match,NA,CDP:57540,CDP:57540,57540,NA,NA,G060575400,Placerville city,G0602200,Placerville city,G0602200,Placerville city,G06057540,Placerville city,G06057540,Placerville city,G06057540,Placerville city,G06057540,NA,NA,NA
00198,place,CA,Porterville,Porterville,NA,1,https://justice.tougaloo.edu/sundowntown/porterville-ca/,Possible,Don't Know,Surely Not,NA,Other,"“Two of the Japanese men that I interviewed told
me that they had to take the school bus to school in
Porterville, CA, and that there was a sign when you
entered town that said ‘No Japs Allowed’. They hated
having to go by that sign. The librarian in Porterville
told me the same thing when I did some archival
research in the area. I’ve seen a picture of the sign.”
-posted to the web, 2005",Census fuzzy string match,NA,CDP:58240,CDP:58240,58240,NA,NA,G060582400,Porterville city,G0602245,Porterville city,G0602245,Porterville city,G06058240,Porterville city,G06058240,Porterville city,G06058240,Porterville city,G06058240,NA,NA,NA
00199,place,CA,Red Bluff,Red Bluff,NA,1,https://justice.tougaloo.edu/sundowntown/red-bluff-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Red Bluff’s first anti-Chinese organization was
formed in 1876. “It called itself the Working Men’s
Union, its stated purpose protecting white laborers
from the Chinese. The Red Bluff town trustees passed
two ordinances directed at the Chinese. One was a
license fee on laundries, the other a fee on anyone
transporting goods (vegetables) across town.”
In February 1886, “the working men of Red Bluff
formed their own organization, the Anti Coolie
League. The League wanted more direct action
against the Chinese, and in 1886 the League’s
president led at least 2,000 people in a march on
Chinatown. The procession went from house to house
and ordered the occupants to leave within ten days.
Some agreed and some did not, but there was no
violence.”
In 1886 Red Bluff drove out its Chinese
population, and later that year burned the Chinatown.",Census fuzzy string match,NA,CDP:59892,CDP:59892,59892,NA,NA,G060598920,Red Bluff city,G0602285,Red Bluff city,G0602288,Red Bluff city,G06059892,Red Bluff city,G06059892,Red Bluff city,G06059892,Red Bluff city,G06059892,NA,NA,NA
00200,place,CA,Redding,Redding,NA,1,https://justice.tougaloo.edu/sundowntown/redding-ca/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Violent ExpulsionPolice or Other Official Action,Black,"Redding expelled its Chinese population in
January of 1886 and burned the Chinatown the next
month.",Census fuzzy string match,NA,CDP:59920,CDP:59920,59920,NA,NA,G060599200,Redding city,G0602290,Redding city,G0602290,Redding city,G06059920,Redding city,G06059920,Redding city,G06059920,Redding city,G06059920,NA,NA,NA
00201,place,CA,Redlands,Redlands,NA,1,https://justice.tougaloo.edu/sundowntown/redlands-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Redlands expelled its Chinese population in
1893.",Census fuzzy string match,NA,CDP:59962,CDP:59962,59962,NA,NA,G060599620,Redlands city,G0602295,Redlands city,G0602295,Redlands city,G06059962,Redlands city,G06059962,Redlands city,G06059962,Redlands city,G06059962,NA,NA,NA
00202,place,CA,Redwood City,Redwood City,NA,1,https://justice.tougaloo.edu/sundowntown/redwood-city-ca/,Probable,Don't Know,Surely Not,Violence Towards Newcomers,Black,"In December 1946, the newly built home of John
J. Walker, a black WWII veteran, was burned. Walker
and his wife had previously received threats.
The city broke sometime between 1920 and
1950, and is no longer sundown.",Census fuzzy string match,NA,CDP:60102,CDP:60102,60102,NA,NA,G060601020,Redwood City city,G0602305,Redwood City city,G0602305,Redwood City city,G06060102,Redwood City city,G06060102,Redwood City city,G06060102,Redwood City city,G06060102,NA,NA,NA
00203,place,CA,Riverside,Riverside,NA,1,https://justice.tougaloo.edu/sundowntown/riverside-ca/,Surely,Don't Know,Don’t Know,Violent Expulsion,Asian,"Riverside expelled its Chinese population in
1893.",Census fuzzy string match,NA,CDP:62000,CDP:62000,62000,NA,NA,G060620000,Riverside city,G0602370,Riverside city,G0602370,Riverside city,G06062000,Riverside city,G06062000,Riverside city,G06062000,Riverside city,G06062000,NA,NA,NA
